identifier,d_interlayer,bond_average,bond_equatorial,bond_axial,angleXMX_average,angleXMX_equatorial,angleXMX_axial,angleMXM_average
8412,4.008437811213562,3.1902192500407764,3.1706425085518877,3.2293727330185527,179.54223213276478,179.5345863766091,179.5575236450762,142.57924385422007
19514,12.169704339179974,3.2343760075442654,3.211939118881127,3.279249784870543,167.36896466836887,168.28296286386464,165.54096827737732,162.44059983919252
19521,12.346300967230627,3.14147630470764,3.1163429013359467,3.1917431114510277,172.3629279675636,169.6750458998157,177.73869210305935,168.1833095628028
19522,12.246006930339583,3.1917243173761363,3.187557304607577,3.2000583429132536,175.4651867133289,174.52728439311443,177.3409913537579,155.3702439620451
19710,13.726466452737164,3.1731226545011544,3.1401165272275775,3.2391349090483086,166.09126671153615,164.01621428093634,170.24137157273572,155.31820724501625
25870,11.862820110295267,3.2216083053319,3.2044832475778886,3.2558584208399224,174.14051611153232,173.51382229455874,175.39390374547958,151.21110590973234
25881,13.698193593835175,3.1855346719666464,3.1613273404637154,3.233949334972507,167.99274644076144,164.82295201360296,174.33233529507845,153.7788648188222
25887,11.929070232818374,3.2446725857770264,3.2778951015874602,3.178227554156158,176.28042167008974,177.17385589168265,174.4935532269039,145.35415073400196
25888,12.442221006085857,3.1751874138126936,3.1598375843990083,3.2058870726400643,173.80521444220912,173.08019511002732,175.25525310657272,155.1913442821572
26060,12.216586246901947,3.1987422960861074,3.1716007545739933,3.253025379110337,172.31143140366467,174.7170072221467,167.50027976670066,163.85332063335085
26061,12.3921523246475,3.1946964107094047,3.17101715581802,3.2420549204921754,170.73404800768074,170.04117938172573,172.11978525959077,149.4927182971637
26099,10.338605418471229,3.2099675584982736,3.1960493189740684,3.237804037546685,168.63775538836427,170.0930265833151,165.7272129984626,158.39684784034566
27256,15.164622071065752,3.2187936342115493,3.2060508135693278,3.244279275495992,164.04255672835674,160.62211523566256,170.88343971374516,157.30658041707932
27279,15.108808578624933,3.2094094642474347,3.1956486975158445,3.2369309977106164,172.81993096117768,171.48489097327604,175.49001093698098,147.44138917808993
27280,15.150222151380344,3.249593960708822,3.2391045152629743,3.2705728516005164,168.1864683109754,166.23668882274313,172.08602728743998,149.33946249188207
27281,14.883109122869508,3.199421967583882,3.182013113411589,3.2342396759284666,178.09840135320292,178.26520632334478,177.76479141291924,146.7848846186032
29466,11.84955586516739,3.2221750452512694,3.217232001747827,3.2320611322581536,172.7839601205159,173.1863213979437,171.9792375656603,149.69600103051135
33135,11.992839258584388,3.235124027484295,3.2347083911756087,3.2359553001016694,167.56696635719473,166.59972383788477,169.50145139581466,148.75484139530704
34225,4.0259127792346305,3.19011936294194,3.1943600936225467,3.181637901580727,175.03386474516682,173.83317858811753,177.4352370592654,146.7438071930253
34226,4.195572571367415,3.205429098876705,3.1838892783684454,3.2485087398932255,179.97287228932726,179.97365300592617,179.97131085612935,147.39606810565738
34227,4.374157793692325,3.188766728354525,3.1642472587498673,3.2378056675638405,179.97776108638266,179.97976548759772,179.9737522839525,144.28766428493142
34235,4.037770966026379,3.2056780796377793,3.1778208779123345,3.2613924830886685,176.3606422222899,177.3548354146628,174.37225583754403,146.32882035611107
34236,3.7653429939723573,3.205232435817544,3.198711981740818,3.2182733439709947,175.47873968136594,175.42101762335295,175.59418379739196,149.47877895758268
34244,3.7516159460860443,3.1931049702633607,3.1864747513781406,3.2063654080338013,176.2535374683636,175.85977351739785,177.04106537029512,148.1193619306338
34289,4.034155079564292,3.1890474894097665,3.1683235321457195,3.230495403937858,172.21290268803853,170.156009371893,176.32668932032968,143.41198484575057
34290,4.280466514127656,3.20665048667961,3.197551417793989,3.224848624450852,175.4853370817002,174.58193821079362,177.29213482351332,144.1940553964617
34291,4.477065465382765,3.235748302518489,3.2471987426395037,3.21284742227646,168.97596489630573,168.2049459798714,170.51800272917436,146.94770125859998
34293,3.932177771116363,3.181575948054418,3.164923873205586,3.2148800977520837,176.53483702299403,175.7591052805435,178.0863005078951,145.03402755779774
34294,4.111750803972036,3.1885578149406713,3.1718138371518103,3.2220457705183936,175.9795860907058,174.42733315516745,179.08409196178246,144.90163249316237
34295,4.013957472676859,3.207084705038405,3.1933011125169273,3.23465189008136,175.99912317057644,175.02128276006937,177.9548039915906,145.63437333206767
34296,4.484843701152869,3.2625892979568007,3.2718754624987842,3.2440169688728346,170.63423187432156,169.0831420407524,173.7364115414599,144.5766631969705
34299,4.109143959638119,3.1889203542717066,3.181557916415725,3.2036452299836715,177.09504152750017,176.5667463634698,178.15163185556094,145.4840925307388
34300,3.949274202416455,3.194552664548265,3.1754044838948805,3.232849025855034,176.55324842337495,176.03179914525595,177.59614697961302,149.02214767610116
34301,4.599280621926464,3.240561086396219,3.2416353784806953,3.2384125022272663,170.81906995358193,169.3516649453442,173.75387997005743,147.21146631882272
34322,4.085204975411665,3.209882704885685,3.196364370478002,3.2369193737010518,168.23116133142904,166.26325911144517,172.16696577139683,145.60921365199306
35322,11.363185628510529,3.166644258639175,3.153894530455701,3.192143715006124,168.68760346345184,166.40437684913934,173.25405669207672,163.9947133505505
35323,11.530082029439956,3.1802918028763343,3.1770736244886177,3.186728159651766,174.48618320991807,173.92274851739703,175.61305259496018,151.9838481046757
35332,11.70484873973088,3.1535942645464474,3.132280797235045,3.196221199169254,173.7145565718633,172.88711064357895,175.36944842843207,164.08251215418005
35345,12.369149544966053,3.170694480699726,3.159278815921075,3.1935258102570265,173.06911540091514,171.5730163034491,176.06131359584714,158.00181158996648
35373,11.513415640273962,3.1658957313943485,3.148900859766151,3.199885474650744,172.7291074657867,171.09313297869312,176.00105643997398,157.27239707261876
35386,11.689854671321129,3.15482127654155,3.1362902293180284,3.191883370988594,178.0211020168548,178.0476910075625,177.9679240354394,163.69933882300248
35387,11.332428518882486,3.17569403699603,3.16568939196579,3.1957033270565107,172.57993352271328,170.95955049575247,175.8206995766348,154.7878547707408
35408,11.40055184468978,3.190000512900839,3.193242938334876,3.1835156620327627,174.60136265256463,173.47420045970927,176.8556870382754,151.44162997107762
35410,11.789890872438699,3.155330381058274,3.1374385866892127,3.1911139697963966,176.66284246766585,175.94976814282478,178.08899111734792,164.883100166423
35411,11.604773818283457,3.157528548265694,3.138620805823642,3.195344033149797,177.93978938539257,178.10616029714936,177.60704756187891,161.6737550886975
35681,11.533246151637977,3.1638707361479956,3.1487020088922026,3.194208190659581,170.99171539766905,168.27280088282126,176.4295444273646,163.81419714604962
35708,9.60917967234966,3.1941070133317324,3.1590570825079736,3.2642068749792488,170.2012947721108,169.1460654401866,172.31175343595928,158.790211002942
35849,13.935740184778428,3.1688552328360586,3.1496406170210878,3.207284464465999,179.00272236338878,178.61538076828094,179.77740555360447,154.5524733294578
35875,12.81588651639463,3.2191800515367284,3.233402304164146,3.1907355462818936,175.80307487352923,175.52469727483623,176.35983007091517,149.0046100638815
35876,12.032101166988298,3.18518944380772,3.1634528761273755,3.228662579168409,168.76214302340904,165.0612027815287,176.1640235071697,153.1489998329286
36000,13.111192292346605,3.2028038055469263,3.2023672107681325,3.203676995104514,170.6857930605729,169.00967552842866,174.0380281248614,152.25105725944508
36003,11.928842490734162,3.222447769124978,3.215772127214419,3.2357990529460974,173.66563445223025,174.32288071025823,172.35114193617426,150.27214385377727
36008,11.89940387284452,3.2219217888573084,3.215239445959284,3.2352864746533574,172.46400085569238,173.30443232515796,170.78313791676123,150.99449900039946
36192,4.326053396230858,3.178989618627702,3.1641092325047886,3.2087503908735284,179.55335514611895,179.53304737182486,179.59397069470708,144.97905670490627
36193,4.25162658249196,3.201907141082938,3.191130624313308,3.2234601746221996,177.21709763079966,176.85548247621028,177.9403279399784,146.48238141962338
36194,4.201551158839424,3.1834431453291807,3.1468123767822274,3.2567046824230887,179.005153846149,178.7926819150297,179.4300977083875,144.07745265779522
36195,3.828260583841409,3.271098277640629,3.2348616140333295,3.343571604855229,174.3161357476879,173.83928286770376,175.26984150765605,142.14388775134768
36222,17.336108682669916,3.180232207663471,3.2094932717391953,3.121710079512024,174.63670527096176,172.52402023090798,178.86207535106925,161.8685631670354
36223,15.152562162183642,3.1644737513123538,3.1749993590503154,3.1434225358364305,175.60797103255982,174.8283517967492,177.16720950418107,161.01159216254916
36224,12.747928887423107,3.16709465435409,3.1790265419538897,3.143230879154492,177.19290841233985,175.91257762829238,179.75356998043475,160.15044237869688
36225,12.699231926693395,3.1585962337985394,3.1642559469058105,3.1472768075839967,174.5978250234475,174.02873556165815,175.73600394702632,164.82749730766136
36226,14.741557378087483,3.1705907590691957,3.1691162605613155,3.173539756084959,177.23126796635495,177.19139206013796,177.3110197787889,150.8153755501362
36227,16.315420096910557,3.1490623209378144,3.1492079691549253,3.148771024503594,176.84173267046432,176.192161048421,178.14087591455086,153.37885298884902
36228,16.172005442535642,3.1731273722792466,3.162509880779493,3.194362355278755,179.54504279829715,179.43462782830926,179.765872738273,140.06872741363242
36232,16.940608627938936,3.1433219806892887,3.1354952260534974,3.158975489960872,179.63906412787802,179.532891810462,179.85140876270998,163.17185970559404
36233,12.713914617034183,3.145365735157989,3.136795312444286,3.1625065805853945,175.472660504587,174.04798921370676,178.3220030863474,158.38633568379657
36234,7.943498361009576,3.1651783059909264,3.181324981559447,3.1328849548538855,179.9620089806177,179.95959725553342,179.96683243078618,162.75853761485723
36235,7.858751058202602,3.2373645243682563,3.2595802643378686,3.1929330444290303,176.27540607898197,176.44898162658075,175.92825498378437,143.70157479974873
36236,13.66450082320555,3.2069839055385145,3.2139152695458817,3.1931211775237824,177.73755865311094,177.4289593838963,178.3547571915403,144.9563073558873
36237,14.297166045477672,3.146629167495373,3.140201120300313,3.159485261885494,179.87176364662955,179.86954658485288,179.87619777018287,159.48991880648686
40541,5.180660804899335,3.193103612203009,3.1679999159527235,3.2433110047035787,176.42595540398213,176.00959306250377,177.2586800869388,144.36744788809685
40542,3.9950070789767214,3.1905747170837047,3.1686262028756897,3.234471745499735,179.92203247818406,179.9247980229166,179.91650138871896,141.81422927219901
40543,4.115457206908196,3.237830850510157,3.2386234017095497,3.236245748111371,172.2163875430186,172.23946815625263,172.17022631655053,145.08835260921617
40544,4.790942655122716,3.21449592629485,3.1934704828445555,3.2565468131954383,174.89329119361216,173.09987264569057,178.4801282894553,150.50926082941834
40545,3.8901449658189655,3.208738458932313,3.184985967176445,3.256243442444048,179.87928881350976,179.8744166823596,179.88903307581003,142.9067282257289
40546,3.974758369646091,3.2370440229724173,3.245410169159822,3.220311730597608,171.05975550977507,170.6489797020278,171.88130712526967,148.31699447063775
40547,4.115364281849728,3.2075756871129273,3.2171860404862906,3.1883549803662006,179.932528440384,179.93205397348873,179.93347737417457,140.22768021071914
40548,4.370989868703125,3.2517432591393933,3.2828330205222667,3.1895637363736444,171.4617673500217,171.68155946887305,171.02218311231906,145.90987494349162
40549,4.05548184313312,3.2522122829824727,3.259547294041168,3.2375422608650823,171.61982874600278,171.55667418932302,171.7461378593623,148.49550239745307
40550,4.383197989181965,3.2317753117936854,3.235290364277242,3.2247452068265727,172.94746083131307,171.90981757442094,175.02274734509734,145.422487441275
40551,4.085948526035068,3.2659161600631115,3.2718759011033427,3.2539966779826486,169.4771249110186,168.63550584684896,171.16036303935783,149.5532567743105
40552,3.8694858699552244,3.253220758697664,3.278868299290764,3.2019256775114653,170.80570652877586,169.47666480924846,173.46378996783065,154.205089748255
40553,4.107379028308599,3.238431483599667,3.2359282893377683,3.243437872123464,170.86964953293918,169.39885103007924,173.81124653865908,142.8544107208624
40554,3.804797876843451,3.2149111631181673,3.211005855846177,3.2227217776621475,179.56734513258547,179.49687518800482,179.70828502174675,143.8849735538666
40555,3.9947065604680825,3.178527211956297,3.1624516165627057,3.2106784027434787,179.80769959936575,179.79561434729982,179.83187010349775,142.20187280709652
40556,3.7680944615839227,3.255177534494203,3.273100459870212,3.219331683742184,171.02298981486118,172.72983644672325,167.609296551137,145.68924336626736
40557,4.107055556314762,3.2370807020144468,3.263202703328741,3.1848366993858575,171.94419765511074,172.60423948373068,170.62411399787086,141.86129221251554
40558,5.747811632740804,3.192505226127288,3.172252975623743,3.2330097271343785,179.98708241960466,179.9875003707885,179.98624651723694,143.04950158450913
