identifier,HOMO,LUMO,HOMO_LUMO_gap
2050,-10.6685,-6.44692,4.221579999999999
2051,-10.6361,-6.61482,4.021280000000001
2052,-10.6791,-6.6121,4.067
2053,-10.6726,-6.59958,4.07302
2054,-10.6827,-6.61455,4.06815
2055,-10.6195,-6.45101,4.16849
2056,-9.78685,-6.00011,3.786739999999999
2057,-9.85515,-5.97971,3.87544
2058,-9.90876,-6.31794,3.590819999999999
2059,-10.395,-6.30543,4.089569999999999
2060,-10.6696,-6.39441,4.275190000000001
2061,-10.5104,-6.41835,4.09205
2062,-11.9681,-8.432,3.5360999999999994
2063,-12.7581,-8.85323,3.9048700000000007
2064,-10.9071,-6.50706,4.40004
2065,-10.7452,-6.30624,4.438960000000001
2066,-11.3047,-6.937,4.3677
2067,-11.5175,-6.9702,4.5473
2068,-11.1371,-6.69128,4.44582
2069,-11.2157,-6.79578,4.41992
2070,-11.0149,-6.98952,4.025380000000001
2071,-11.3398,-6.93591,4.4038900000000005
2072,-11.5676,-6.99823,4.56937
2073,-11.4473,-6.71768,4.729620000000001
2074,-11.5406,-7.02163,4.5189699999999995
2075,-11.1882,-6.56529,4.62291
2076,-10.7246,-6.36475,4.359850000000001
2077,-11.1303,-6.74162,4.38868
2078,-11.0481,-6.75795,4.29015
2079,-11.155,-6.82027,4.3347299999999995
2080,-11.0182,-6.76611,4.25209
2081,-11.0282,-6.77047,4.25773
2082,-11.0157,-6.58679,4.428910000000001
2083,-10.9493,-6.55169,4.397609999999999
2084,-11.0179,-6.62734,4.390559999999999
2085,-11.0791,-6.4921,4.587000000000001
2086,-10.908,-6.42243,4.485569999999999
2087,-10.7999,-6.55332,4.246579999999999
2088,-10.8753,-6.58026,4.295039999999999
2089,-10.8266,-6.39604,4.430559999999999
2090,-13.194,-8.8418,4.352200000000002
2091,-13.1183,-8.79091,4.327389999999999
2092,-13.5118,-8.62356,4.88824
2093,-13.4745,-8.60261,4.8718900000000005
2094,-11.7409,-6.57999,5.16091
2095,-11.7711,-6.41345,5.3576500000000005
2096,-11.9434,-6.32393,5.619470000000001
2097,-11.7651,-6.5789,5.1862
2098,-12.4503,-7.19007,5.26023
2099,-12.4294,-6.89482,5.534579999999999
2100,-12.7951,-6.79333,6.00177
2101,-12.5692,-7.1283,5.4409
2102,-10.9197,-6.00746,4.912240000000001
2103,-10.8799,-6.11386,4.766039999999999
2104,-10.9428,-6.17726,4.76554
2105,-12.154,-6.77346,5.38054
2106,-12.2549,-6.57373,5.681169999999999
2107,-12.2397,-6.5955,5.644199999999999
2108,-12.084,-6.69183,5.392169999999999
2109,-12.0802,-6.67958,5.40062
2110,-12.2035,-6.63822,5.5652800000000004
2111,-12.2963,-7.00802,5.28828
2112,-12.3338,-6.74108,5.59272
2113,-12.6296,-6.71224,5.9173599999999995
2114,-12.3224,-6.97319,5.34921
2115,-12.52,-6.68475,5.835249999999999
2116,-12.0759,-7.30436,4.771540000000001
2117,-12.151,-7.09292,5.0580799999999995
2118,-12.2674,-7.03115,5.23625
2119,-12.1874,-7.27551,4.9118900000000005
2120,-12.1415,-7.29674,4.844760000000001
2121,-12.1684,-6.93646,5.23194
2122,-12.2304,-6.65591,5.574489999999999
2123,-12.0911,-6.66897,5.422130000000001
2124,-12.1831,-6.91061,5.2724899999999995
2125,-12.2236,-6.6804,5.5432
2126,-12.0824,-6.99197,5.09043
2127,-12.185,-6.80693,5.37807
2128,-12.1559,-6.76965,5.38625
2129,-11.9812,-7.00612,4.975079999999999
2130,-12.0857,-6.97564,5.110059999999999
2131,-12.0073,-6.76122,5.246080000000001
2132,-12.0525,-6.52421,5.52829
2133,-12.1069,-6.46679,5.64011
2134,-12.034,-6.74707,5.286930000000001
2135,-11.8906,-6.49373,5.396869999999999
2136,-12.096,-6.57781,5.51819
2137,-11.9948,-6.81265,5.18215
2138,-11.8495,-6.4608,5.388700000000001
2139,-11.9444,-6.80612,5.13828
2140,-11.9344,-6.48475,5.44965
2141,-12.1534,-6.45046,5.70294
2142,-10.0407,-6.06324,3.977459999999999
2143,-10.1063,-6.13263,3.9736699999999994
2144,-10.2179,-6.02651,4.19139
2145,-10.1003,-6.08284,4.017460000000001
2146,-10.5871,-6.02896,4.55814
2147,-10.5841,-6.11059,4.473509999999999
2148,-10.2924,-6.01753,4.274870000000001
2149,-10.6078,-6.00828,4.599519999999999
2150,-10.5395,-6.10542,4.434080000000001
2151,-10.466,-6.06624,4.39976
2152,-10.1515,-5.94052,4.21098
2153,-10.2304,-6.05018,4.180219999999999
2154,-11.2922,-6.4091,4.8831
2155,-10.8639,-6.11685,4.747049999999999
2156,-10.8266,-6.0793,4.747299999999999
2157,-10.727,-6.09427,4.6327300000000005
2158,-10.0715,-6.08801,3.9834900000000006
2159,-9.93352,-5.94678,3.9867399999999993
2160,-10.1093,-6.06923,4.040069999999999
2161,-10.084,-6.0725,4.0115
2162,-10.715,-6.31658,4.39842
2163,-10.5158,-6.16583,4.349970000000001
2164,-10.558,-6.20066,4.35734
2165,-10.2467,-6.08746,4.1592400000000005
2166,-10.4854,-6.04855,4.436850000000001
2167,-10.5341,-6.0861,4.448
2168,-10.4391,-6.07141,4.36769
2169,-10.2992,-5.97862,4.3205800000000005
2170,-10.1673,-5.98624,4.1810599999999996
2171,-10.3324,-6.15277,4.1796299999999995
2172,-10.201,-6.01644,4.18456
2173,-11.3025,-6.65183,4.65067
2174,-10.9055,-6.25645,4.64905
2175,-10.8628,-6.17726,4.68554
2176,-10.9319,-6.11304,4.818860000000001
2177,-10.8726,-6.16338,4.70922
2178,-10.7118,-6.2257,4.4861
2179,-10.7504,-6.25835,4.492050000000001
2180,-10.1308,-6.16855,3.962250000000001
2181,-10.0018,-6.06923,3.9325699999999992
2182,-10.2584,-6.15576,4.10264
2183,-9.94985,-6.1476,3.80225
2184,-10.5033,-6.38488,4.1184199999999995
2185,-10.5572,-6.39413,4.16307
2186,-10.3221,-6.25889,4.063210000000001
2187,-10.6144,-6.17916,4.435239999999999
2188,-10.4723,-6.33128,4.141020000000001
2189,-10.5578,-6.24148,4.31632
2190,-9.78141,-5.88964,3.8917699999999993
2191,-9.8674,-6.06923,3.79817
2192,-9.7727,-6.73809,3.0346100000000007
2193,-10.5188,-6.38271,4.13609
2194,-10.302,-6.21182,4.090179999999999
2195,-9.94713,-6.58461,3.36252
2196,-10.6424,-6.49128,4.151120000000001
2197,-10.3923,-6.33998,4.052320000000001
2198,-12.4525,-8.5335,3.9190000000000005
2199,-11.8155,-8.92643,2.8890700000000002
2200,-10.2927,-6.12257,4.17013
2201,-10.7346,-6.56774,4.166860000000001
2202,-11.3515,-7.11088,4.24062
2203,-11.1852,-7.01673,4.16847
2204,-10.8856,-6.69863,4.1869700000000005
2205,-11.2974,-7.0083,4.2890999999999995
2206,-11.1254,-6.85782,4.267580000000001
2207,-11.1896,-6.96966,4.21994
2208,-11.2609,-7.12639,4.13451
2209,-11.3186,-7.10598,4.21262
2210,-10.8998,-7.11714,3.782660000000001
2211,-10.97,-6.8834,4.086600000000001
2212,-11.1091,-7.07823,4.03087
2213,-11.3393,-7.08775,4.25155
2214,-11.3042,-7.0551,4.249099999999999
2215,-10.899,-6.61645,4.282549999999999
2216,-10.6427,-6.52148,4.121219999999999
2217,-10.9678,-6.76421,4.20359
2218,-10.9352,-6.78543,4.14977
2219,-10.8905,-6.82544,4.065059999999999
2220,-11.0027,-6.8551,4.147600000000001
2221,-10.8729,-6.79768,4.07522
2222,-10.9654,-6.74353,4.221870000000001
2223,-10.8182,-6.57427,4.243929999999999
2224,-10.8369,-6.66271,4.17419
2225,-10.7624,-6.64394,4.11846
2226,-10.7447,-6.63223,4.11247
2227,-10.7515,-6.56366,4.1878400000000005
2228,-10.9145,-6.6472,4.2673000000000005
2229,-10.9273,-6.64666,4.280640000000001
2230,-10.7733,-6.55087,4.222430000000001
2231,-10.7033,-6.64339,4.05991
2232,-10.7518,-6.64965,4.102149999999999
2233,-9.8342,-5.80338,4.030819999999999
2234,-9.89407,-5.90351,3.9905599999999994
2235,-10.0062,-5.98542,4.020779999999999
2236,-10.4201,-6.21726,4.20284
2237,-9.92917,-6.51795,3.4112199999999993
2238,-10.561,-6.36203,4.19897
2239,-10.4046,-6.1944,4.2102
2240,-10.1123,-6.43332,3.6789799999999993
2241,-12.0234,-8.51009,3.5133100000000006
2242,-12.5436,-8.38955,4.15405
2243,-10.7929,-6.35549,4.43741
2244,-10.7052,-6.27196,4.43324
2245,-11.2753,-6.75686,4.51844
2246,-11.4315,-6.87632,4.55518
2247,-11.0193,-6.54516,4.474139999999999
2248,-11.3055,-6.62842,4.67708
2249,-10.9844,-6.51795,4.466450000000001
2250,-11.1695,-6.65917,4.51033
2251,-11.0187,-6.81836,4.200340000000001
2252,-11.2821,-7.04313,4.23897
2253,-11.3425,-6.76013,4.582369999999999
2254,-11.2631,-6.61536,4.64774
2255,-11.2497,-6.97755,4.272150000000001
2256,-11.2263,-6.51931,4.70699
2257,-10.7213,-6.2276,4.4937
2258,-11.0753,-6.53237,4.54293
2259,-11.0239,-6.60938,4.4145199999999996
2260,-11.0786,-6.50162,4.57698
2261,-11.0876,-6.50325,4.58435
2262,-11.0394,-6.57781,4.46159
2263,-10.9703,-6.39849,4.57181
2264,-10.9156,-6.40556,4.510039999999999
2265,-10.9417,-6.43386,4.507840000000001
2266,-11.019,-6.43985,4.57915
2267,-10.8255,-6.36284,4.46266
2268,-10.8511,-6.42897,4.422130000000001
2269,-10.8748,-6.42352,4.451280000000001
2270,-10.8456,-6.37128,4.47432
2271,-9.84046,-6.01726,3.8232
2272,-9.90903,-6.01154,3.8974899999999995
2273,-9.95692,-6.34924,3.60768
2274,-10.4851,-6.3057,4.179399999999999
2275,-10.6783,-6.45509,4.22321
2276,-10.567,-6.44312,4.12388
2277,-12.0606,-8.98765,3.0729500000000005
2278,-12.6987,-8.91799,3.780710000000001
2279,-10.9137,-6.56421,4.34949
2280,-10.7793,-6.33917,4.440129999999999
2281,-11.4176,-6.98816,4.4294400000000005
2282,-11.5346,-7.02109,4.513509999999999
2283,-11.5466,-6.93537,4.61123
2284,-11.1651,-6.87768,4.287420000000001
2285,-11.2906,-6.95469,4.335909999999999
2286,-11.5278,-7.03415,4.493649999999999
2287,-11.4432,-6.73999,4.7032099999999994
2288,-11.5031,-7.01374,4.48936
2289,-11.2236,-7.06734,4.15626
2290,-11.0519,-6.65074,4.40116
2291,-11.2304,-6.47386,4.756539999999999
2292,-10.792,-6.34624,4.44576
2293,-10.8154,-6.48856,4.326840000000001
2294,-11.2435,-6.84312,4.400379999999999
2295,-11.0772,-6.79224,4.28496
2296,-11.0906,-6.78299,4.30761
2297,-11.0391,-6.63577,4.4033299999999995
2298,-11.0171,-6.46298,4.554119999999999
2299,-11.152,-6.62924,4.522759999999999
2300,-11.0212,-6.53074,4.490460000000001
2301,-10.8821,-6.56638,4.31572
2302,-10.9401,-6.59468,4.345419999999999
2303,-10.9496,-6.50788,4.44172
2304,-11.1629,-6.59958,4.563320000000001
2305,-9.86304,-6.00311,3.8599299999999994
2306,-9.90277,-6.04719,3.8555800000000007
2307,-9.95801,-6.31114,3.64687
2308,-10.665,-6.22923,4.435769999999999
2309,-10.6084,-6.49835,4.110049999999999
2310,-12.2332,-8.63118,3.6020199999999996
2311,-13.1442,-8.98139,4.16281
2312,-10.915,-6.51114,4.403859999999999
2313,-10.7937,-6.38597,4.407729999999999
2314,-11.4484,-6.88503,4.563369999999999
2315,-11.5872,-6.97047,4.61673
2316,-11.1752,-6.70843,4.46677
2317,-11.3393,-6.6287,4.7105999999999995
2318,-11.3447,-6.74952,4.595179999999999
2319,-11.1945,-6.93537,4.25913
2320,-11.5787,-7.16177,4.41693
2321,-11.4337,-6.73047,4.70323
2322,-11.268,-6.63087,4.637130000000001
2323,-11.2413,-6.69917,4.542130000000001
2324,-10.8476,-6.3057,4.5419
2325,-10.8225,-6.49155,4.33095
2326,-11.241,-6.68394,4.55706
2327,-11.1942,-6.72448,4.469720000000001
2328,-11.1142,-6.56802,4.5461800000000006
2329,-11.0582,-6.52094,4.537259999999999
2330,-11.1066,-6.56856,4.5380400000000005
2331,-11.1776,-6.57373,4.60387
2332,-10.9229,-6.49454,4.4283600000000005
2333,-11.0505,-6.50761,4.54289
2334,-13.4095,-9.31147,4.09803
2335,-13.136,-8.94929,4.18671
2336,-13.4098,-8.78955,4.62025
2337,-13.3698,-8.65649,4.71331
2338,-12.9703,-8.92153,4.048769999999999
2339,-13.3134,-9.35746,3.95594
2340,-13.2881,-9.38739,3.90071
2341,-13.649,-9.00126,4.647739999999999
2342,-13.6601,-9.02003,4.64007
2343,-11.8519,-6.48611,5.3657900000000005
2344,-11.3099,-6.36638,4.94352
2345,-11.8541,-6.56883,5.285270000000001
2346,-11.3814,-6.18406,5.19734
2347,-11.8647,-6.48829,5.376409999999999
2348,-11.9654,-6.84503,5.12037
2349,-11.2772,-6.31604,4.9611600000000005
2350,-11.7866,-6.46162,5.32498
2351,-11.6402,-6.61945,5.0207500000000005
2352,-11.3999,-6.53672,4.863180000000001
2353,-12.5695,-7.40177,5.16773
2354,-12.4465,-7.09782,5.348680000000001
2355,-12.3796,-7.1185,5.2611
2356,-12.1798,-7.07088,5.10892
2357,-12.4329,-7.25293,5.17997
2358,-12.5923,-7.15469,5.437609999999999
2359,-12.444,-7.06734,5.376660000000001
2360,-12.6805,-7.06979,5.61071
2361,-12.2144,-6.9985,5.2158999999999995
2362,-12.4206,-7.22735,5.19325
2363,-11.8525,-6.82571,5.026789999999999
2364,-11.9224,-6.83496,5.08744
2365,-12.262,-6.82598,5.43602
2366,-11.9317,-6.73945,5.19225
2367,-12.1265,-6.77809,5.34841
2368,-12.2234,-6.86925,5.35415
2369,-11.2244,-6.53808,4.686319999999999
2370,-12.92,-7.49103,5.42897
2371,-12.4212,-7.31143,5.109770000000001
2372,-12.1893,-7.46463,4.72467
2373,-12.5774,-7.22408,5.353320000000001
2374,-12.7137,-7.18354,5.5301599999999995
2375,-12.1257,-7.04449,5.0812100000000004
2376,-11.7265,-6.78734,4.939159999999999
2377,-12.3605,-7.08748,5.27302
2378,-12.3104,-7.4415,4.8689
2379,-12.1951,-6.73781,5.45729
2380,-12.1298,-6.97483,5.15497
2381,-12.1907,-7.00476,5.1859399999999996
2382,-12.2234,-6.94381,5.27959
2383,-12.1779,-6.94952,5.22838
2384,-12.3847,-6.89646,5.48824
2385,-12.0459,-6.94408,5.10182
2386,-12.3281,-6.9234,5.404699999999999
2387,-12.4089,-6.94625,5.462649999999999
2388,-12.0944,-7.17456,4.919840000000001
2389,-12.1727,-6.99496,5.177740000000001
2390,-11.8775,-7.12367,4.75383
2391,-12.1913,-7.17048,5.02082
2392,-12.0272,-7.21755,4.80965
2393,-12.21,-7.40667,4.803330000000001
2394,-12.3393,-7.32232,5.016979999999999
2395,-12.3888,-7.2181,5.1707
2396,-12.0498,-7.06898,4.98082
2397,-12.2043,-6.96258,5.24172
2398,-11.9945,-6.91061,5.08389
2399,-11.788,-6.7789,5.0091
2400,-11.967,-6.56067,5.4063300000000005
2401,-11.5463,-6.65237,4.89393
2402,-11.7711,-6.68666,5.084440000000001
2403,-11.5208,-6.54434,4.976459999999999
2404,-11.6995,-6.41645,5.28305
2405,-11.3812,-6.48039,4.90081
2406,-11.6236,-6.50135,5.122249999999999
2407,-12.1823,-6.79387,5.38843
2408,-12.2348,-6.77373,5.46107
2409,-12.0781,-6.89999,5.178109999999999
2410,-12.2756,-6.8102,5.465400000000001
2411,-11.9605,-6.76094,5.19956
2412,-12.151,-6.84557,5.305429999999999
2413,-11.9251,-6.89319,5.031910000000001
2414,-12.1088,-6.91278,5.196020000000001
2415,-12.007,-6.98081,5.02619
2416,-11.9156,-6.74217,5.17343
2417,-12.1107,-6.66462,5.446079999999999
2418,-11.8451,-6.58108,5.26402
2419,-12.0587,-6.61264,5.44606
2420,-11.9238,-6.65809,5.26571
2421,-12.1344,-6.66598,5.468419999999999
2422,-11.8808,-6.81129,5.069510000000001
2423,-11.7031,-6.66407,5.0390299999999995
2424,-12.019,-6.66788,5.35112
2425,-11.825,-6.66652,5.158479999999999
2426,-12.05,-6.70298,5.3470200000000006
2427,-11.9736,-6.70026,5.273339999999999
2428,-11.8925,-6.80339,5.08911
2429,-12.0699,-6.69863,5.371270000000001
2430,-11.9238,-6.55523,5.36857
2431,-12.1567,-6.61618,5.540520000000001
2432,-11.7444,-6.64747,5.09693
2433,-9.9074,-6.1925,3.714900000000001
2434,-10.0293,-6.18923,3.840069999999999
2435,-10.3945,-6.27685,4.117650000000001
2436,-10.4767,-6.14379,4.332909999999999
2437,-10.3071,-6.18733,4.11977
2438,-9.94114,-6.18842,3.752720000000001
2439,-9.88699,-6.03005,3.8569400000000007
2440,-10.0135,-6.15522,3.8582800000000006
2441,-10.0018,-6.13154,3.870259999999999
2442,-10.5855,-6.48366,4.101839999999999
2443,-10.373,-6.25998,4.11302
2444,-10.4372,-6.12447,4.312730000000001
2445,-10.281,-6.14923,4.13177
2446,-10.3099,-6.22434,4.085560000000001
2447,-10.3675,-6.20229,4.16521
2448,-10.4258,-6.24447,4.181330000000001
2449,-10.2263,-6.14107,4.08523
2450,-10.2609,-6.21889,4.042009999999999
2451,-10.7439,-6.46216,4.28174
2452,-10.9311,-6.2744,4.656700000000001
2453,-10.9216,-6.32583,4.59577
2454,-9.95039,-6.40339,3.5470000000000006
2455,-9.86577,-6.27196,3.5938099999999995
2456,-10.0064,-6.36175,3.6446499999999995
2457,-9.85461,-6.30733,3.547279999999999
2458,-10.3689,-6.56176,3.8071400000000004
2459,-10.3972,-6.42243,3.9747699999999995
2460,-10.3188,-6.43658,3.8822199999999993
2461,-10.4475,-6.39958,4.0479199999999995
2462,-10.5183,-6.38107,4.13723
2463,-10.3294,-6.53672,3.79268
2464,-9.96454,-6.23223,3.732309999999999
2465,-9.84645,-6.84639,3.0000600000000004
2466,-10.4467,-6.52176,3.9249400000000003
2467,-10.3654,-6.40937,3.9560299999999993
2468,-10.0239,-6.70734,3.316559999999999
2469,-10.475,-6.55332,3.9216799999999994
2470,-10.4688,-6.51904,3.9497599999999995
2471,-12.446,-8.66411,3.781889999999999
2472,-11.9921,-8.81622,3.175880000000001
2473,-10.6954,-6.62353,4.07187
2474,-10.7537,-6.71904,4.034660000000001
2475,-11.425,-7.29238,4.132620000000001
2476,-11.2198,-7.19633,4.02347
2477,-10.9874,-6.78217,4.205229999999999
2478,-11.0329,-6.84095,4.191949999999999
2479,-11.2601,-7.11986,4.1402399999999995
2480,-11.2818,-7.26953,4.012270000000001
2481,-11.3281,-7.28612,4.041979999999999
2482,-11.0089,-7.2317,3.7772000000000006
2483,-11.0356,-6.9966,4.039000000000001
2484,-11.1605,-7.17102,3.9894800000000004
2485,-11.373,-7.27769,4.09531
2486,-11.3412,-7.18544,4.155760000000001
2487,-10.9066,-7.0268,3.8797999999999995
2488,-10.736,-6.75986,3.976140000000001
2489,-11.0399,-6.96367,4.07623
2490,-10.988,-6.97782,4.010179999999999
2491,-10.9286,-6.98326,3.94534
2492,-11.0535,-7.02544,4.02806
2493,-10.9496,-7.02272,3.9268800000000006
2494,-11.0386,-6.93755,4.101050000000001
2495,-10.902,-6.81101,4.09099
2496,-10.9341,-6.82244,4.1116600000000005
2497,-10.8386,-6.81809,4.02051
2498,-10.7708,-6.90462,3.866179999999999
2499,-10.8233,-6.72149,4.1018099999999995
2500,-10.9746,-6.74108,4.23352
2501,-10.8919,-6.81129,4.08061
2502,-10.8593,-6.67387,4.185429999999999
2503,-10.789,-6.83578,3.95322
2504,-10.6979,-6.67931,4.0185900000000006
2505,-9.93325,-6.15658,3.7766699999999993
2506,-9.84155,-6.58788,3.2536699999999996
2507,-10.3624,-6.37781,3.984589999999999
2508,-10.5463,-6.54298,4.00332
2509,-10.0323,-6.51767,3.5146299999999995
2510,-10.3542,-6.39604,3.9581600000000003
2511,-11.9545,-8.62819,3.3263099999999994
2512,-12.5779,-8.36451,4.21339
2513,-10.782,-6.46815,4.31385
2514,-10.6859,-6.53754,4.14836
2515,-11.2206,-7.07442,4.146179999999999
2516,-11.413,-7.03986,4.37314
2517,-11.0446,-6.65101,4.3935900000000006
2518,-11.1651,-6.89646,4.26864
2519,-11.1221,-6.88285,4.239249999999999
2520,-10.961,-7.11061,3.85039
2521,-11.5673,-7.16367,4.40363
2522,-11.3485,-7.07714,4.27136
2523,-11.2168,-6.84938,4.367419999999999
2524,-11.3107,-6.94789,4.3628100000000005
2525,-11.0437,-6.98489,4.058809999999999
2526,-10.6519,-6.72421,3.9276899999999992
2527,-11.0307,-6.81101,4.21969
2528,-10.9488,-6.88231,4.06649
2529,-10.9716,-6.83931,4.13229
2530,-11.0329,-6.63686,4.396039999999999
2531,-11.0255,-6.82135,4.204149999999999
2532,-10.9066,-6.64176,4.2648399999999995
2533,-10.878,-6.68693,4.19107
2534,-10.9022,-6.70326,4.19894
2535,-10.9444,-6.43414,4.51026
2536,-10.7093,-6.49672,4.212580000000001
2537,-10.7469,-6.66135,4.0855500000000005
2538,-10.8301,-6.71849,4.11161
2539,-10.8007,-6.72094,4.079760000000001
2540,-9.95475,-6.14597,3.8087800000000005
2541,-10.0742,-6.37128,3.7029199999999998
2542,-10.5586,-6.51386,4.04474
2543,-10.5844,-6.5506,4.0338
2544,-10.6503,-6.60747,4.0428299999999995
2545,-12.2459,-8.86575,3.3801500000000004
2546,-12.6889,-9.02765,3.661250000000001
2547,-10.9545,-6.65564,4.2988599999999995
2548,-10.8914,-6.52938,4.362020000000001
2549,-11.4454,-7.20068,4.244719999999999
2550,-11.5727,-7.24803,4.324669999999999
2551,-11.25,-6.99469,4.25531
2552,-11.2995,-7.27225,4.02725
2553,-11.3009,-7.12204,4.17886
2554,-11.5964,-7.20313,4.393269999999999
2555,-11.4786,-6.95496,4.52364
2556,-11.5156,-7.22327,4.292329999999999
2557,-11.1455,-7.03877,4.10673
2558,-11.2296,-6.82299,4.40661
2559,-10.8152,-6.5125,4.302700000000001
2560,-10.7218,-6.63305,4.08875
2561,-11.3175,-6.98163,4.335870000000001
2562,-11.1586,-6.95795,4.2006499999999996
2563,-11.1961,-6.96421,4.23189
2564,-11.1401,-6.78952,4.35058
2565,-11.0993,-6.71387,4.3854299999999995
2566,-11.1104,-6.81945,4.2909500000000005
2567,-11.1518,-6.66815,4.48365
2568,-11.0857,-6.6355,4.450199999999999
2569,-10.958,-6.77673,4.1812700000000005
2570,-11.0013,-6.79088,4.210420000000001
2571,-11.0334,-6.71496,4.318440000000001
2572,-9.75964,-6.03195,3.727689999999999
2573,-9.76998,-6.03113,3.7388500000000002
2574,-9.84454,-6.29236,3.55218
2575,-10.5175,-6.44829,4.06921
2576,-10.5074,-6.65074,3.8566600000000006
2577,-12.1662,-8.63363,3.5325699999999998
2578,-12.7379,-8.95799,3.779909999999999
2579,-10.8818,-6.49264,4.38916
2580,-10.687,-6.47985,4.2071499999999995
2581,-11.3608,-7.09075,4.2700499999999995
2582,-11.5102,-7.0951,4.415099999999999
2583,-11.1202,-6.77455,4.345650000000001
2584,-11.2492,-6.90326,4.34594
2585,-11.1284,-7.12068,4.007719999999999
2586,-11.4299,-7.26163,4.16827
2587,-11.2998,-6.90027,4.3995299999999995
2588,-10.9988,-6.99877,4.000029999999999
2589,-10.9885,-6.67115,4.31735
2590,-10.7319,-6.50625,4.22565
2591,-10.6944,-6.67414,4.0202599999999995
2592,-11.1431,-6.85537,4.287730000000001
2593,-11.1297,-6.76938,4.36032
2594,-11.0076,-6.68584,4.32176
2595,-10.9308,-6.63632,4.294479999999999
2596,-11.0095,-6.73482,4.274679999999999
2597,-11.0854,-6.47278,4.61262
2598,-10.8867,-6.56094,4.325759999999999
2599,-10.9569,-6.71251,4.244389999999999
2600,-13.2272,-9.06956,4.157640000000001
2601,-13.1075,-9.07772,4.029780000000001
2602,-13.4024,-8.97786,4.42454
2603,-13.363,-8.8965,4.4665
2604,-13.5067,-9.30848,4.198220000000001
2605,-13.4264,-9.26058,4.16582
2606,-13.8084,-9.12534,4.683060000000001
2607,-13.7741,-9.06248,4.71162
2608,-11.3243,-6.54652,4.777779999999999
2609,-11.5831,-6.39903,5.18407
2610,-11.3828,-6.31658,5.0662199999999995
2611,-11.2783,-6.52121,4.75709
2612,-11.4038,-6.81074,4.59306
2613,-11.0737,-6.43332,4.64038
2614,-11.7341,-6.51795,5.21615
2615,-11.164,-6.53482,4.62918
2616,-12.2323,-7.46137,4.770930000000001
2617,-12.2293,-7.34109,4.88821
2618,-12.5382,-7.13782,5.40038
2619,-12.3428,-7.46735,4.875450000000001
2620,-12.4283,-7.52558,4.90272
2621,-12.6171,-7.25755,5.3595500000000005
2622,-12.4253,-7.29238,5.13292
2623,-12.3766,-7.44722,4.92938
2624,-11.0696,-6.29073,4.7788699999999995
2625,-11.9888,-6.94979,5.039009999999999
2626,-11.9989,-6.96557,5.033330000000001
2627,-12.3325,-6.80884,5.52366
2628,-11.9561,-6.84203,5.114069999999999
2629,-11.9172,-6.96122,4.955979999999999
2630,-12.25,-6.73863,5.51137
2631,-12.1189,-7.26218,4.85672
2632,-12.3591,-7.07632,5.28278
2633,-12.0658,-7.0785,4.987299999999999
2634,-12.0712,-7.28476,4.786439999999999
2635,-12.3172,-7.08394,5.23326
2636,-12.0225,-7.50028,4.522220000000001
2637,-12.1442,-7.23714,4.9070599999999995
2638,-11.8849,-7.37293,4.51197
2639,-11.9363,-7.46381,4.47249
2640,-11.9216,-7.44286,4.47874
2641,-12.1757,-7.61538,4.560320000000001
2642,-12.3164,-7.40858,4.90782
2643,-12.041,-7.57157,4.46943
2644,-12.1047,-7.28694,4.817759999999999
2645,-12.3074,-7.02272,5.28468
2646,-11.979,-7.07687,4.902129999999999
2647,-11.7148,-7.31089,4.403910000000001
2648,-11.8462,-7.15633,4.68987
2649,-11.5904,-7.22572,4.364680000000001
2650,-11.6416,-7.24912,4.392480000000001
2651,-11.3771,-6.73564,4.64146
2652,-11.4867,-6.66788,4.8188200000000005
2653,-11.3047,-6.75387,4.55083
2654,-11.3542,-6.85129,4.502910000000001
2655,-11.9374,-7.19225,4.745150000000001
2656,-12.0021,-6.93945,5.0626500000000005
2657,-12.2081,-7.00367,5.20443
2658,-12.047,-7.23279,4.814210000000001
2659,-12.253,-7.01374,5.23926
2660,-11.9738,-7.24857,4.725230000000001
2661,-12.2446,-6.95605,5.28855
2662,-11.9605,-7.05646,4.904039999999999
2663,-11.8995,-7.2249,4.6746
2664,-12.0617,-7.15415,4.9075500000000005
2665,-11.8527,-7.03279,4.81991
2666,-12.2108,-6.63414,5.57666
2667,-11.8421,-6.81999,5.0221100000000005
2668,-11.8021,-6.95959,4.842509999999999
2669,-11.6791,-7.00775,4.67135
2670,-11.7368,-6.78435,4.952450000000001
2671,-12.0016,-6.71278,5.288819999999999
2672,-11.813,-6.96503,4.847970000000001
2673,-12.105,-6.7019,5.4031
2674,-11.8152,-6.85945,4.955750000000001
2675,-11.7608,-7.06408,4.69672
2676,-11.9804,-6.80013,5.180269999999999
2677,-11.8391,-7.09401,4.74509
2678,-12.1387,-6.72693,5.41177
2679,-11.9447,-6.71251,5.232189999999999
2680,-12.0465,-6.64829,5.39821
2681,-11.8285,-6.71877,5.10973
2682,-11.044,-7.91498,3.1290200000000006
2683,-10.6462,-7.60613,3.04007
2684,-10.6805,-7.61729,3.0632100000000007
2685,-10.6007,-7.63416,2.96654
2686,-10.5529,-7.50953,3.0433699999999995
2687,-11.3537,-7.08149,4.27221
2688,-11.5545,-7.24857,4.305930000000001
2689,-11.124,-7.07524,4.048760000000001
2690,-11.127,-7.00802,4.1189800000000005
2691,-11.1091,-7.06979,4.0393099999999995
