identifier,inorganic_cbm_gamma,inorganic_cbm_z,inorganic_vbm_gamma,inorganic_vbm_z,organic_LUMO,organic_HOMO,alignment_type
326,2.5708260089672126,2.5708260089672126,-0.10787399103278739,-0.10787399103278739,3.4629260089672127,-0.5969739910327875,Ia
327,2.493351008966002,2.493351008966002,0.1961510089660019,0.1961510089660019,3.732051008966002,-0.5792489910339981,Ia
328,2.648001008967981,2.648001008967981,0.023001008967980963,0.023001008967980963,3.894301008967981,-0.36929899103201913,Ia
329,2.537776008964512,2.537776008964512,0.017776008964511703,0.017776008964511703,3.7064760089645117,-0.4851239910354882,Ia
330,2.538976008971776,2.538976008971776,-0.078023991028224,-0.078023991028224,2.6842760089717763,-1.5787239910282236,Ia
331,2.5573010089660486,2.5573010089660486,-0.0606989910339516,-0.0606989910339516,4.014401008966049,-0.6646989910339515,Ia
332,2.5723010089707747,2.5723010089707747,-0.06739899102922509,-0.06739899102922509,4.0804010089707745,-0.499598991029225,Ia
333,2.469526008969634,2.469526008969634,-0.02987399103036592,-0.02987399103036592,3.9511260089696343,-0.704073991030366,Ia
334,2.4834260089697504,2.4834260089697504,-0.06727399103024956,-0.06727399103024956,3.8726260089697506,-0.9107739910302496,Ia
335,2.503776008952242,2.503776008952242,0.0240760089522416,0.0240760089522416,3.997076008952242,-0.6087239910477583,Ia
336,2.392326008968237,2.392326008968237,0.33332600896823705,0.33332600896823705,3.9699260089682373,-0.713673991031763,Ia
337,2.5905260089651403,2.5905260089651403,-0.06827399103485965,-0.06827399103485965,3.5981260089651403,-0.7419739910348596,Ia
338,2.6395760089713103,2.6395760089713103,-0.07512399102868961,-0.07512399102868961,3.4813760089713104,-0.7796239910286896,Ia
339,2.622826008964116,2.622826008964116,-0.05207399103588406,-0.05207399103588406,3.712126008964116,-1.029073991035884,Ia
340,2.4407760089593893,2.4407760089593893,-0.014223991040610562,-0.014223991040610562,4.08237600895939,-0.4048239910406105,Ia
341,2.4989010089685397,2.4989010089685397,-0.034898991031460325,-0.034898991031460325,4.25920100896854,-0.3150989910314602,Ia
342,2.4882760089768285,2.4882760089768285,-0.06512399102317146,-0.06512399102317146,3.606876008976829,-0.9795239910231716,Ia
343,2.6346510089579693,2.6346510089579693,-0.10664899104203085,-0.10664899104203085,3.8206510089579693,-0.6828489910420309,Ia
344,2.3983760089701462,2.3983760089701462,0.13597600897014628,0.13597600897014628,3.8331760089701463,-0.7466239910298537,Ia
345,2.5792510089769682,2.5792510089769682,0.03445100897696818,0.03445100897696818,3.5429510089769685,-0.2659489910230318,Ia
346,2.6033260089724513,2.6033260089724513,0.034126008972451216,0.034126008972451216,3.8146260089724513,-0.5832739910275487,Ia
347,2.4328760089731496,2.4328760089731496,-0.046023991026850286,-0.046023991026850286,3.82557600897315,-0.6329239910268502,Ia
348,2.436476008960926,2.436476008960926,0.32907600896092615,0.32907600896092615,3.8080760089609265,-0.8084239910390739,Ia
349,2.5369510089865375,2.5369510089865375,0.2987510089865375,0.2987510089865375,3.7847510089865377,-0.6664489910134624,Ia
350,2.5118010089747798,2.5118010089747798,0.0546010089747796,0.0546010089747796,3.5782010089747796,-1.2896989910252201,Ia
351,2.5483260089763395,2.5483260089763395,-0.008973991023660477,-0.008973991023660477,3.7745260089763395,-0.8311739910236605,Ia
352,2.3727760089700065,2.3727760089700065,0.017476008970006562,0.017476008970006562,3.8706760089700065,-0.6352239910299936,Ia
353,2.518576008974803,2.518576008974803,-0.02472399102519718,-0.02472399102519718,3.602276008974803,-0.9405239910251971,Ia
354,2.573926008963208,2.573926008963208,-0.10827399103679214,-0.10827399103679214,3.899226008963208,-0.750673991036792,Ia
355,2.5598010089611822,2.5598010089611822,-0.06529899103881776,-0.06529899103881776,3.8002010089611824,-0.33659899103881774,Ia
